id,icao24,registration,adep,model,icao_operator
4952002772232386803,4cab84,EI-JIA,EIWT,,
4960519553105529726,407b49,G-FRSB,,,
4983881011419847518,402e63,G-BPVI,,PIPER PA-32R-301 Saratoga Sp,
4989075789933723278,404ff4,G-CEAT,EGHI,ZENAIR CH 601HDS Zodiac,
5002020109875730190,407386,G-PICU,EGHI,AW169,
5006237308912779185,400e09,G-VFIT,,AIRBUS A340-642,VIR
5022354482120746278,43c1c6,ZZ176,,C-17A Globemaster III,SHF
5028921563454754036,4ca857,EI-EMO,,BOEING 737-8AS,RYR
5053195252263972309,40755e,G-CTSA,,,
5064280783684044061,406b9f,G-RANN,EHAM,BEECH B300 Super Kingair 350,
5064827900571692085,4009cb,G-FRAI,,FAN JET FALCON SERIES E Falcon 20e,
5083314618150577736,4009cc,G-FRAJ,EGTE,FAN JET FALCON Falcon 20,
5146033368589660950,406ec5,G-HIOW,,EC135 T3,
5153927381432398930,4009c8,G-FFRA,EGDR,FAN JET FALCON Falcon 20,
5167250640118482628,494115,CS-PHU,EDDF,,
5178581481447888781,401a8a,G-BAWG,,PIPER PA-28R-200-2 Cherokee Arrow Ii,
5187620457158305139,4b9910,TC-FHP,,,
5198077502711921462,4b990e,TC-FHN,,,
5212854122131745135,4009cb,G-FRAI,,FAN JET FALCON SERIES E Falcon 20e,
5221639739804803322,406b9f,G-RANN,LEPA,BEECH B300 Super Kingair 350,
5233611540981325560,4009c9,G-FRAF,,FAN JET FALCON SERIES E Falcon 20e,
5240322635773156243,4009d1,G-FRAP,EGDY,FAN JET FALCON SERIES D Falcon 20d,
5260130440989889920,4009cc,G-FRAJ,,FAN JET FALCON Falcon 20,
5264009256053732470,43c393,P7350,EGXT,Spitfire IIa,SHF
5272477234468450390,407f1e,G-RUKL,EGPH,Boeing 737-8AS,RYR
5289647181596729273,4ca850,EI-EMI,LPFR,BOEING 737-8AS,RYR
5295191166890081000,407b25,G-CLTE,EGTE,,
5299048187605029969,401ea4,G-BHWY,EGLF,PIPER PA-28R-200-2 Cherokee Arrow Ii,
5299616859237142042,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
5312066942068397623,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
5346282397519677716,401e56,G-BHJS,,P68B Victor,
5408944116946606297,4ca804,EI-EKF,LEPA,BOEING 737-8AS,RYR
5423954269907702287,400ab8,G-RIGH,EGHI,PIPER PA-32R-301 Saratoga Sp,
5462340294915256841,407386,G-PICU,EGHI,AW169,
5465289390325815617,4ca857,EI-EMO,,BOEING 737-8AS,RYR
5518480106267713384,4ca80d,EI-EKM,,BOEING 737-8AS,RYR
5527754072142910529,404ff4,G-CEAT,EGHI,ZENAIR CH 601HDS Zodiac,
5610560522724641656,4ca56d,EI-DWH,LEPA,BOEING 737-8AS,RYR
5614259860293812568,407b44,G-GMAF,EGJB,,
5616245358101074403,4b9852,TC-FBR,,A320 232,
5666290222443934550,4009c9,G-FRAF,EGDY,FAN JET FALCON SERIES E Falcon 20e,
5678076103727746956,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
5682439264679529388,404fbc,G-GTFC,EGHL,PEGASUS QUIK Quik,
5691357243018406717,4049c6,G-FJTH,,AEROPRAKT A22 FOXBAT Foxbat,
5807068199212737958,4ca850,EI-EMI,LEPA,BOEING 737-8AS,RYR
5808456704439071832,400b03,G-CPSS,EGLK,CESSNA 208B Grand Caravan,
5816463511575588611,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
5838075061929084622,43ed51,2-EMBR,LFBD,EMB-505 Phenom 300,
5839484766357932914,402c73,G-BPAF,,PIPER PA-28-161 Cherokee Warrior Ii,
5859957973365792622,4072a4,G-TAWV,,BOEING 737-8K5,TOM
5883845804270877447,4ca857,EI-EMO,LPFR,BOEING 737-8AS,RYR
5886607029837574458,4009cc,G-FRAJ,EGTE,FAN JET FALCON Falcon 20,
5916888512208601242,4ca857,EI-EMO,LEPA,BOEING 737-8AS,RYR
5922653615670278876,111111,,,,
5926325230093879613,4ca80d,EI-EKM,LMML,BOEING 737-8AS,RYR
5942605357576072026,400e09,G-VFIT,,AIRBUS A340-642,VIR
5959640594824382143,406aa8,G-OXFF,EGHI,PIPER PA-34-220T Seneca V,
5974288592090032641,406ec5,G-HIOW,,EC135 T3,
5988285964439072229,4ca7b5,EI-EFZ,,BOEING 737-8AS,RYR
5990331184911595937,4ca88f,EI-ENC,LEPA,BOEING 737-8AS,RYR
6071611055809096597,40766b,G-JMAW,EGUB,,
6090822598287774101,4011dc,G-PPLL,EGLK,VANS RV-7A,
6107006826640431931,4ca9d3,EI-EVK,,BOEING 737-8AS,RYR
6107493695551438218,4ca8d8,EI-ENM,LEPA,BOEING 737-8AS,RYR
6117686337700718994,4ca80d,EI-EKM,LPFR,BOEING 737-8AS,RYR
6119413219853180036,4ca857,EI-EMO,LEMG,BOEING 737-8AS,RYR
6167615069768403328,400bf2,G-BCYR,,CESSNA F172M Skyhawk,
6170193607988850471,40632c,G-DBOD,EGHI,CESSNA 172S Skyhawk,
6189038935617779233,493291,CS-LTQ,LMML,,
6201311967815327245,406de5,G-MCGO,,AGUSTA AW189,BHL
6228600393556352018,407386,G-PICU,EGFF,AW169,
6230153963684911992,4072a4,G-TAWV,,BOEING 737-8K5,TOM
6233501155421826798,405178,G-SKPP,,EC120 B Colibri,
6249774823831478170,4d22c8,9H-LOQ,,,
6251600939020401069,43ebbf,2-WOOD,LPFR,Citation Bravo,
6253586826593185743,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
6277477286391360340,4ca258,EI-DHC,LEMG,BOEING 737-8AS,RYR
6281948497227624630,405178,G-SKPP,,EC120 B Colibri,
6375874924796928118,406e80,G-CISE,,PULSAR XP Pulsar,
6379044173404420137,4ca738,EI-EBO,LEAL,BOEING 737-8AS,RYR
6399573455389328942,407de5,G-ZYDA,EGTE,,
6421050959261552573,400c5f,G-ECJM,EGTK,PIPER PA-28R-201T Turbo Cherokee Arrow Iii,
6430313988754138303,4009c8,G-FFRA,,FAN JET FALCON Falcon 20,
6471842228806333644,4ca804,EI-EKF,LMML,BOEING 737-8AS,RYR
6490286866858356373,4cac5d,EJ-JMMM,,,
6505704092632764991,4009cb,G-FRAI,,FAN JET FALCON SERIES E Falcon 20e,
6510176315182615708,43c943,ZM721,EGDM,,
6512531857698286141,4ca4f5,EI-DPR,LPFR,BOEING 737-8AS,RYR
6515225852206432113,4ca850,EI-EMI,,BOEING 737-8AS,RYR
6516475762102515747,406436,G-RVIW,EGFH,VANS RV-9,
6550212660131317066,406a98,G-OXFA,EGBJ,PIPER PA-34-220T Seneca V,
6552227979779491683,401ed5,G-BICW,EGHL,PIPER PA-28-161 Cherokee Warrior Ii,
6559135469506973857,4ca857,EI-EMO,,BOEING 737-8AS,RYR
6577254831920233341,4ca88f,EI-ENC,LPFR,BOEING 737-8AS,RYR
6584107475867905766,407618,G-CTSV,,,
6595715946237063394,43c5ec,ZM418,,,
6619646355129760540,4ca8d8,EI-ENM,,BOEING 737-8AS,RYR
6648606155963077259,4ca80c,EI-EKL,LEAL,BOEING 737-8AS,RYR
6660478303167907220,4cab84,EI-JIA,,,
6719659421087211242,399a40,F-HGSA,,EMB-135BJ Legacy 600,VLJ
6729628447621445555,4d02c4,LX-PCC,EGJB,PC-24,JFA
6731938463351653838,425186,,,,
6756120510401842331,4072a4,G-TAWV,EGKK,BOEING 737-8K5,TOM
6763793483376654561,407b49,G-FRSB,,,
6766027094556773733,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
6793491415597114221,401ad4,G-BBIX,EGBJ,PIPER PA-28-140 Cherokee,
6798700659593838612,4ca88f,EI-ENC,EIDW,BOEING 737-8AS,RYR
6805291020101692707,4067b4,G-RVTW,EGBJ,VANS RV-12,
6816156376753745064,401003,G-LGEZ,EGLF,RUTAN LONG-EZ Long-ez,
6840607747055380521,3c79c9,D-ANNI,,,
6862387099950577387,40101b,G-HBBH,,IKARUS C42 FB100 Ikarus,
6863143397783236921,4ca88f,EI-ENC,LEPA,BOEING 737-8AS,RYR
6921245123761321479,4072a4,G-TAWV,,BOEING 737-8K5,TOM
7016216293371106049,4ca804,EI-EKF,LEAL,BOEING 737-8AS,RYR
7033732891049081985,4035ec,G-BUFH,EGDY,PIPER PA-28-161 Cherokee Warrior Ii,
7061857195679522480,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
7087427576182948889,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
7090380947287688949,400f3c,G-CBZX,EGTE,MCR-01 ULC Banbi,
7134063682088562336,4b990d,TC-FHM,,,
7153345387857877034,40116e,G-PORK,EGGD,GRUMMAN AA-5B Tiger,
7163986770048696539,405200,G-XVIP,EGPH,BEECH 200 Super Kingair,
7195442757840489486,406de5,G-MCGO,EGLK,AGUSTA AW189,BHL
7256688508192464147,4ca73b,EI-EBS,LEAL,BOEING 737-8AS,RYR
7261267418941090778,407bee,G-ETPN,EGHL,,
7262506959451840072,4ca891,EI-ENE,,BOEING 737-8AS,RYR
7294632160601448899,4068b1,G-PUGZ,EGKA,QUIK GT450 Quik,
7301939359091298894,405078,G-HNGE,,IKARUS C42 FB80 Ikarus,
7307011985761601982,400978,G-FPLD,EGNV,BEECH B200 Super Kingair,
7342968169754660126,4035ec,G-BUFH,EGHL,PIPER PA-28-161 Cherokee Warrior Ii,
7373552777671638424,4009cc,G-FRAJ,,FAN JET FALCON Falcon 20,
7390324972379630032,4ca88f,EI-ENC,LEAL,BOEING 737-8AS,RYR
7392543103709949197,4d22c6,9H-LOA,LEPA,,
7394363046843618617,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
7408906384867257131,405178,G-SKPP,EGHL,EC120 B Colibri,
7410524846270939465,406cbc,G-WLTS,,BELL 429,
7443783226584205675,40435a,G-BZFT,EGDM,REBEL Rebel,
7478232512551681925,405078,G-HNGE,EGGD,IKARUS C42 FB80 Ikarus,
7495439952743492070,440cdb,OE-GPP,LIPZ,,
7503375526826068961,400db9,G-BFBR,,PIPER PA-28-161 Cherokee Warrior Ii,
7515608839409473799,4072a4,G-TAWV,LEIB,BOEING 737-8K5,TOM
7562549648813479530,4009c8,G-FFRA,,FAN JET FALCON Falcon 20,
7568318852314568621,43e97c,M-USIC,EGLF,Gulfstream Aerospace G550,
7593961754793742511,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
7594002525885335544,406ec5,G-HIOW,,EC135 T3,
7603292623390112199,40116c,G-CDOK,EGTE,IKARUS C42 FB100 Ikarus,
7605648245398816976,4009cb,G-FRAI,,FAN JET FALCON SERIES E Falcon 20e,
7612214449400463004,a6e07b,N542MP,EGTK,HA-420,
7616830395126349926,4ca857,EI-EMO,LEPA,BOEING 737-8AS,RYR
7626733432018411154,4ca848,EI-EKZ,LEAL,BOEING 737-8AS,RYR
7640169321146159835,4ca9aa,EI-HAY,,,
7650485251091205972,4041da,G-BYNK,,PIERRE ROBIN HR200/160,
7678031202595256731,407adb,G-THDR,EGHI,,
7695487238465244932,4072a4,G-TAWV,,BOEING 737-8K5,TOM
7707118420781170387,40525b,G-CEVC,EGKA,VANS RV-4,
7713970948521440258,40396c,G-BVRA,EGKA,EUROPA Europa,
7721946114440026778,4d2469,9H-FAY,,,
7729894551997054680,400f3c,G-CBZX,EGGD,MCR-01 ULC Banbi,
7735142154073109362,400e16,G-CTCB,EGUB,DA 42 Twin Star,
7746749162743827769,407b49,G-FRSB,EGHQ,,
7754573789077901060,4ca850,EI-EMI,LPFR,BOEING 737-8AS,RYR
7755809793108242260,407840,G-DBSB,EGKA,,
7768593188625788661,406c6a,G-CIIL,EGHI,BRISTELL NG5 SPEED WING,
7787966271724812834,4ca9d3,EI-EVK,LPFR,BOEING 737-8AS,RYR
7813814700751704975,404c63,G-CCZL,,IKARUS C42 FB80 Ikarus,
7816845821054594885,4ca857,EI-EMO,,BOEING 737-8AS,RYR
7875778148174478669,4063b6,G-TMAX,EGLF,SPORTSTAR MAX,
7885863429574553693,40431b,G-BZBS,,PIPER PA-28-161 Cherokee Warrior Iii,
7908749334305568406,aa9089,N780AC,EGJJ,PA-30,
7923110521715378243,4072a4,G-TAWV,LEPA,BOEING 737-8K5,TOM
7926248593370856177,43ea94,M-IRTH,EGHL,PC-XII NG 47E,
7949218541188021717,425186,,,,
7960877407631132333,4ca2c1,EI-DLD,LEAL,BOEING 737-8AS,RYR
7970518048915830491,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
7984972314748583140,406e80,G-CISE,,PULSAR XP Pulsar,
7987354671429697876,400e15,G-FRAD,,FAN JET FALCON SERIES E Falcon 20e,
8006283288259813092,4ca647,EI-DYE,LEAL,BOEING 737-8AS,RYR
8019525961831824475,4ca88f,EI-ENC,LEPA,BOEING 737-8AS,RYR
8052452304695252277,400c5f,G-ECJM,,PIPER PA-28R-201T Turbo Cherokee Arrow Iii,
8062223218793866854,402645,G-BMGR,,GROB G109B,
8066536650930094083,4072a4,G-TAWV,LEPA,BOEING 737-8K5,TOM
8081271350942639293,4d235d,9H-XOA,EGNT,,
8090084144013525706,43edd1,2-DAVE,,,
8092582359485576735,400db9,G-BFBR,,PIPER PA-28-161 Cherokee Warrior Ii,
8110971846690609391,407386,G-PICU,EGTE,AW169,
8126195130296301628,4cac5d,EJ-JMMM,EGLF,,
8136918465999314247,4ca857,EI-EMO,LEMI,BOEING 737-8AS,RYR
8144736851328688995,401ce9,G-BFGD,EGHL,REIMS CESSNA F172N Skyhawk,
8167875093505435786,405a76,G-DVAA,EGUB,EC135 T2+,
8203331188508308436,4009cc,G-FRAJ,,FAN JET FALCON Falcon 20,
8276815458623416682,4ca857,EI-EMO,EIDW,BOEING 737-8AS,RYR
8294378875324191244,4011ea,G-AZFM,,PIPER PA-28R-200 Cherokee Arrow,
8296888942730460418,38ff5c,F-JAJP,EBKT,,
8300004767019071430,407386,G-PICU,EGDY,AW169,
8315909603908541860,400c5f,G-ECJM,EGHL,PIPER PA-28R-201T Turbo Cherokee Arrow Iii,
8325649404704246499,4ca804,EI-EKF,EIDW,BOEING 737-8AS,RYR
8336666182801660497,4009cb,G-FRAI,,FAN JET FALCON SERIES E Falcon 20e,
8349889335579568792,4ca857,EI-EMO,LMML,BOEING 737-8AS,RYR
8359946265671238881,4ca80d,EI-EKM,EIDW,BOEING 737-8AS,RYR
8387412875361713570,43eefb,,EGJJ,,
8395866242631843170,4079d6,G-EGBW,,,
8397427967054712108,43ee26,2-CAMP,LIPE,,
8398023081884483403,4d02a5,LX-FLH,LFRG,,
8424142416912502965,406ec5,G-HIOW,,EC135 T3,
8436540685760364151,4049c6,G-FJTH,,AEROPRAKT A22 FOXBAT Foxbat,
8446601013380222050,4072a4,G-TAWV,LEPA,BOEING 737-8K5,TOM
8455619307101071494,400db9,G-BFBR,EGHI,PIPER PA-28-161 Cherokee Warrior Ii,
8458978186132286062,4ca80d,EI-EKM,,BOEING 737-8AS,RYR
8462248300714035487,3cd3c6,D-CHMS,EGNX,,
8486851084394938774,4076b3,G-CKZL,,,
8518917174094050559,400bd3,G-BUJP,EGHI,PIPER PA-28-161 Cherokee Warrior Ii,
8559698912547756909,4ca804,EI-EKF,,BOEING 737-8AS,RYR
8560906165858957695,40740f,G-ETPH,EGDY,,
8577074808314054526,4ca850,EI-EMI,LEAL,BOEING 737-8AS,RYR
8588265971775010496,405200,G-XVIP,EGJB,BEECH 200 Super Kingair,
8591412370186896867,40778d,G-LAWA,,,
8603139420417347544,4072a4,G-TAWV,,BOEING 737-8K5,TOM
8620280853601054236,4ca857,EI-EMO,LMML,BOEING 737-8AS,RYR
8646532449586301053,43eefb,,EGJJ,,
8670201823146450767,4072a4,G-TAWV,,BOEING 737-8K5,TOM
8672333531023562850,48c812,SP-TAT,,Beechjet 400A,
8673277215629673785,4009d1,G-FRAP,,FAN JET FALCON SERIES D Falcon 20d,
8699458739347243867,407a04,G-NCDC,EGTE,Skyranger Nynja,
8719606502156229669,407386,G-PICU,EGHI,AW169,
8727340386476570944,407598,G-ZNTJ,EGHQ,Learjet 75,BZE
8745653327081461645,404fbc,G-GTFC,,PEGASUS QUIK Quik,
8752115544843681110,400c5f,G-ECJM,EGVA,PIPER PA-28R-201T Turbo Cherokee Arrow Iii,
8773931233294647205,4067b7,G-CHHB,EGDM,AEROPRAKT A22-LS FOXBAT Foxbat Supersport 600,
8791094141783326141,48c230,SP-RSR,LHBP,,
8803046317048713215,4009c8,G-FFRA,,FAN JET FALCON Falcon 20,
8818397949417109599,407386,G-PICU,EGHI,AW169,
8823288388852493165,4009c9,G-FRAF,,FAN JET FALCON SERIES E Falcon 20e,
8834409167385707321,40755e,G-CTSA,EGTC,,
8837397682122260146,493284,CS-LTD,EHAM,Textron Aviation Citation Latitude,
8841004195977226680,407237,G-KKTG,EGBB,CESSNA 182R Skylane,
8846175515077515484,4ca88f,EI-ENC,,BOEING 737-8AS,RYR
8856015572782481236,407caf,G-RUKC,EGPH,,
8856169557451273086,406a20,G-HAHU,EGTK,YAK-18T,
8875395913515894138,405178,G-SKPP,,EC120 B Colibri,
8879116379605053226,49d508,OK-PHE,EGLF,,
8886349228666086553,4d22ca,9H-LMT,,,
8898461818762646215,4ca740,EI-EBY,,BOEING 737-8AS,RYR
8931150901282335001,407386,G-PICU,EGDY,AW169,
8939892653383004267,407d94,G-NMCF,EGTC,,
8954544798880151817,4b990c,TC-FHL,,,
8960542803736795435,40139a,G-IROE,EGDM,FLIGHT DESIGN CTSW,
8989911276459402271,406e5e,G-ILLZ,,EUROPA XS Europa,
8993774564218149404,4ca88f,EI-ENC,LIPZ,BOEING 737-8AS,RYR
8995749506174241954,50020a,T7-SLXP,,,
9003298354864167701,4009cc,G-FRAJ,,FAN JET FALCON Falcon 20,
9008973024504246801,43e8bb,M-RKAY,LIPR,Premier I,
9013292684541350620,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
9013850925688347329,4cad3c,EI-HMT,,,
9017712229580342647,4ca80d,EI-EKM,LEPA,BOEING 737-8AS,RYR
9036366683604114435,400e16,G-CTCB,EGSC,DA 42 Twin Star,
9052683671070365502,407386,G-PICU,EGHI,AW169,
9070038374367082298,4009d1,G-FRAP,EGDY,FAN JET FALCON SERIES D Falcon 20d,
9070240273180612591,4ca8e8,EI-ENW,LIPZ,BOEING 737-8AS,RYR
9073256239858832820,4d2370,9H-ITW,EGKB,,
9115183771692133954,4ca804,EI-EKF,,BOEING 737-8AS,RYR
9127687221635926507,4009c9,G-FRAF,,FAN JET FALCON SERIES E Falcon 20e,
9132105224709413399,4d2359,9H-ELF,,,
9162542861378484491,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
9177785171138963400,401cd2,G-BFCT,,CESSNA TU206F Turbo Stationair,
9179038533449107345,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
9181060375913958859,400cbd,G-BJCW,EGKA,PIPER PA-32R-301 Saratoga Sp,
9213269186493107713,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
9216690438830726402,407b49,G-FRSB,,,
9230500546391845815,40263c,G-DENS,EGGD,CP301S Smaragd,
9239892782978351994,405078,G-HNGE,EGHI,IKARUS C42 FB80 Ikarus,
9241134135586586355,425186,,,,
9241305001362891152,8940c0,A9C-BHR,,,
9243037678163163597,4079d6,G-EGBW,EGHL,,
9245354645081175360,4063d4,G-WOWI,EGTE,VANS RV-7,
9253185981208762026,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
9253908903462014029,4067b7,G-CHHB,EGHI,AEROPRAKT A22-LS FOXBAT Foxbat Supersport 600,
9296802262521992131,407620,G-CTSP,EGTC,,
9299140916823735857,400bd3,G-BUJP,EGHI,PIPER PA-28-161 Cherokee Warrior Ii,
9306357434228141577,40785c,G-MSPR,EGWU,,
9336259323566848125,a19155,N20TB,EGLK,TB20,
9336951861164588342,407cb2,G-RUKF,EGPH,,
9338525859766287790,407386,G-PICU,,AW169,
9347644426625290288,4ca80d,EI-EKM,LEPA,BOEING 737-8AS,RYR
9350743762338845248,401ca5,G-BEWR,EGHI,REIMS CESSNA F172N Skyhawk,
9414834711101375588,40493a,G-CCED,EGGD,ZENAIR CH 601UL Zodiac,
9448404796670177338,405e35,G-GMIB,EGHI,ROBIN DR400/500 President,
9460592710559150344,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
9484284124845036038,406aa8,G-OXFF,EGBE,PIPER PA-34-220T Seneca V,
9504931273856631910,4009d1,G-FRAP,,FAN JET FALCON SERIES D Falcon 20d,
9506216801298878240,346317,EC-NGC,LEPA,737-809,LAV
9506408339174229767,4ca8e8,EI-ENW,LEMI,BOEING 737-8AS,RYR
9534793981940704329,4ca24e,EI-DCX,LEPA,BOEING 737-8AS,RYR
9540611229324953582,40668c,G-WPDB,,EC135 P1,
9546593493843939928,406f50,GZ100,EGLK,AW.109 SP Grand New,SHF
9568388029755539547,4049c6,G-FJTH,,AEROPRAKT A22 FOXBAT Foxbat,
9602418272877319236,4ca854,EI-EML,LEMG,BOEING 737-8AS,RYR
9602955732041631244,407386,G-PICU,EGHI,AW169,
9637474011550045777,43ea47,M-CDMS,EGNL,King Air 200GT,
9659367707219227543,4ca848,EI-EKZ,LEAL,BOEING 737-8AS,RYR
9677008759056026781,407386,G-PICU,EGHI,AW169,
9686047005562624049,425186,,,,
9721775834659037343,400c5f,G-ECJM,EGTC,PIPER PA-28R-201T Turbo Cherokee Arrow Iii,
9747636237580520535,4ca857,EI-EMO,,BOEING 737-8AS,RYR
9753445066804534272,43eefb,,EGJJ,,
9778039937405744517,4ca850,EI-EMI,,BOEING 737-8AS,RYR
9798838214739693788,407f1e,G-RUKL,EGPH,Boeing 737-8AS,RYR
9846274449240143989,401291,G-BHWZ,EGHL,PIPER PA-28-181 Cherokee Archer Ii,
9854314325968324810,400b68,G-NATT,EGGP,ROCKWELL COMMANDER 114A Commander,
9874291141500055140,424b77,M-NREN,EGBE,,
9877506971036039697,4b990c,TC-FHL,,,
9909528490093469532,405200,G-XVIP,EGHL,BEECH 200 Super Kingair,
9985046216787174577,407bee,G-ETPN,EGHL,,
9985693596965797612,4b9903,TC-FHC,,A320 214,
9986788885494074909,405200,G-XVIP,EGJB,BEECH 200 Super Kingair,
9989118725090945164,43ee10,2-MINI,,,
9995541543108639092,404867,G-OJVL,EGDY,VANS RV-6,
10021106622310655171,400e09,G-VFIT,,AIRBUS A340-642,VIR
10039363969291381357,404c4c,G-MHRV,EGGD,VANS RV-6A,
10052608696724471123,40217f,G-CRIL,EGFF,ROCKWELL COMMANDER 112B Commander,
10068720303945616697,4009d1,G-FRAP,EGTE,FAN JET FALCON SERIES D Falcon 20d,
10078940102968899500,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
10107304937917434559,407386,G-PICU,EGHI,AW169,
10117618264441063454,4d24cf,9H-648FX,EGLF,Gulfstream G650,LXJ
10121484493375301404,4ca88f,EI-ENC,LEMG,BOEING 737-8AS,RYR
10134459079097948948,400e15,G-FRAD,EGHQ,FAN JET FALCON SERIES E Falcon 20e,
10141847825538315163,407237,G-KKTG,EGBJ,CESSNA 182R Skylane,
10152334109996003918,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
10186389513899031705,3ce06d,D-CMHH,LSZH,,
10186973932164227391,4009cb,G-FRAI,EGDY,FAN JET FALCON SERIES E Falcon 20e,
10221520878882385689,4009c9,G-FRAF,,FAN JET FALCON SERIES E Falcon 20e,
10222120439638667007,a808f6,N617CE,EGWU,407,
10250867784184714387,4009c9,G-FRAF,,FAN JET FALCON SERIES E Falcon 20e,
10257901474776893002,407935,G-CLKB,EGHI,,
10275852067157699668,40747f,G-FLYK,EGJJ,,
10299679072887886798,ab4df7,N8275V,EGTK,,
10341183321299442300,4009cb,G-FRAI,EGDR,FAN JET FALCON SERIES E Falcon 20e,
10378374728760363138,400db9,G-BFBR,,PIPER PA-28-161 Cherokee Warrior Ii,
10380395298523157463,4ca857,EI-EMO,,BOEING 737-8AS,RYR
10388794834236262377,405200,G-XVIP,EGGD,BEECH 200 Super Kingair,
10416160848143428321,401e56,G-BHJS,,P68B Victor,
10424026171679869923,406cbc,G-WLTS,EGVA,BELL 429,
10463670310990864592,4062e5,G-LOOC,EGKA,CESSNA 172S Skyhawk,
10472311651536844395,43edf0,2-NAOM,EGTE,,
10480483994143745400,424b79,M-AMBA,EGLF,,
10492890052089860601,4ca73a,EI-EBR,,BOEING 737-8AS,RYR
10493414772798344169,407386,G-PICU,EGHI,AW169,
10521981150909302346,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
10561892343005574275,4068b1,G-PUGZ,,QUIK GT450 Quik,
10587528458617393980,407466,G-MIRV,,VANS RV-8,
10588252618851625465,4072a4,G-TAWV,LGRP,BOEING 737-8K5,TOM
10591405952100002100,407386,G-PICU,,AW169,
10627241223957792533,407765,G-YVIP,EGJJ,,
10645735006174940777,406955,G-OKTA,,IKARUS C42 FB80 Ikarus,
10657513166659634896,3c450f,D-AAHO,,,
10660110387678073491,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
10681251608581104065,4072a4,G-TAWV,,BOEING 737-8K5,TOM
10684552360290578435,4072a4,G-TAWV,,BOEING 737-8K5,TOM
10699541297315140156,407b42,G-DUNO,,,
10763938320571686744,4ca740,EI-EBY,,BOEING 737-8AS,RYR
10768712607515242736,4485b2,OO-AMR,LEIB,Citation CJ2+,
10769367173304027686,4009c9,G-FRAF,EGHQ,FAN JET FALCON SERIES E Falcon 20e,
10772698142634555524,405078,G-HNGE,EGVA,IKARUS C42 FB80 Ikarus,
10791858927747418105,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
10792590165888350460,493298,CS-LTX,EGGD,,NJE
10811105745276505146,48c22d,SP-RSN,EPWR,,
10822071172249455597,400e15,G-FRAD,EGHQ,FAN JET FALCON SERIES E Falcon 20e,
10828003477217534586,4044d1,G-URMS,EGDM,EUROPA Europa,
10898796838089909059,407e85,G-BUUG,EGUB,Slingsby T67M Firefly,
10899248715853527749,40525b,G-CEVC,EGTE,VANS RV-4,
10905298515908990919,4062e5,G-LOOC,EGLK,CESSNA 172S Skyhawk,
10909790497685386102,40632d,G-NXOE,EGHI,CESSNA 172S Skyhawk,
10910154179544953170,43c2b4,ZZ418,EGXG,King Air Shadow R.1,SHF
10927552531191692490,4035ec,G-BUFH,EGDM,PIPER PA-28-161 Cherokee Warrior Ii,
10929196680024048523,407386,G-PICU,EGHI,AW169,
10933650452627334081,4ca61f,EI-DWS,LEAL,BOEING 737-8AS,RYR
11006570201341351055,4072a4,G-TAWV,,BOEING 737-8K5,TOM
11011312914425423998,43edf0,2-NAOM,EGJJ,,
11018647636925548412,4ca80d,EI-EKM,LPFR,BOEING 737-8AS,RYR
11028745339108439720,407f1e,G-RUKL,EGPH,Boeing 737-8AS,RYR
11050378315678005867,407b49,G-FRSB,,,
11065839376629159094,406509,G-OFGC,EGHL,AEROPRAKT A22-L FOXBAT Foxbat,
11085000334823572794,4072a4,G-TAWV,LEPA,BOEING 737-8K5,TOM
11103099999914706456,4ca857,EI-EMO,LIPZ,BOEING 737-8AS,RYR
11123112757312691281,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
11123115435593513106,4ca740,EI-EBY,,BOEING 737-8AS,RYR
11158534508365566835,402a00,G-MDAC,,PIPER PA-28-181 Cherokee Archer Ii,
11198987554308163873,400e15,G-FRAD,EGDY,FAN JET FALCON SERIES E Falcon 20e,
11221720742643286565,404c63,G-CCZL,EGHI,IKARUS C42 FB80 Ikarus,
