id,icao24,registration,adep,model,icao_operator
4268466903547770503,407152,G-DSAA,,AW169,
11019870974231078643,4074b9,G-SATM,EGFF,,
13983777211475967733,402dba,G-BPIZ,EGTE,GULFSTREAM AA-5B Tiger,
11513422645844430265,407f7d,G-JZDC,,Boeing 737-82R,EXS
10648035383201244754,407152,G-DSAA,EGHI,AW169,
10983866586247275794,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
8200883063416602224,4d2501,9H-VVO,EPKK,Boeing 737 MAX 8-200,RYR
7457366617625159298,4074b9,G-SATM,,,
13154679049718586043,40755f,G-POWU,EGSS,A321-211,AWC
9955810905573113161,4d221d,9H-QBO,LPFR,Boeing 737-8AS (W),MMO
12956290008638772009,408360,,,,
4934926296417766949,4009d3,G-FRAS,,FAN JET FALCON Falcon 20,
17155072909840498806,4009d1,G-FRAP,,FAN JET FALCON SERIES D Falcon 20d,
16080424113320767505,4074b9,G-SATM,,,
12577085353704320917,4ca700,EI-EBC,LEAL,BOEING 737-8AS,RYR
7927859714294575871,4627c1,OH-PBL,LSMP,,
8681236470594974727,462dd1,OH-RJD,,,
3925157165600179636,405f13,G-EZTC,LSGG,AIRBUS A320-214,EZY
16504074791387187475,4072a4,G-TAWV,,BOEING 737-8K5,TOM
18186093679600826022,407f7d,G-JZDC,,Boeing 737-82R,EXS
14073867016631150070,4cad3f,EI-HMX,LEMG,,RYR
5866797242700142417,4d2501,9H-VVO,EPKK,Boeing 737 MAX 8-200,RYR
2723909705189149996,4d221d,9H-QBO,,Boeing 737-8AS (W),MMO
2219670894241584934,407f0d,G-RUKK,EGPH,Boeing 737-8AS,RYR
18063176352314509431,4cae00,EI-IHC,LEMG,B737-8MAX 200,RYR
6920844668060733587,4067f6,G-TUIB,,BOEING 787-8 Dreamliner,TOM
931191150047544627,440141,OE-IJX,LSGG,,
233293295332124098,488912,SP-CIT,,,
16180681441276116795,400f63,G-VWEB,,AIRBUS A340-642,VIR
8783391278414690546,4d2225,9H-QEN,EPWR,Boeing 737-8AS (W),RYR
2482160253958645254,4d221d,9H-QBO,,Boeing 737-8AS (W),MMO
9826799641385702122,a3278f,N302JG,EGJB,TBM 700,
14191707879531213589,406d95,G-EZOP,LSGG,AIRBUS A320-214,EZY
11935974814341293311,407f7d,G-JZDC,,Boeing 737-82R,EXS
4497981934763211056,424c81,,,,
1213453661408774527,407765,G-YVIP,EGJB,,
2976303277221460287,4d221d,9H-QBO,LEAL,Boeing 737-8AS (W),MMO
2913769904053432969,4d2258,9H-QCW,LMML,Boeing 737-8AS (W),RYR
5308312742158245513,4d221d,9H-QBO,EPKK,Boeing 737-8AS (W),MMO
1333700710703739060,3cc82c,D-CDCM,,,
11618126750416684294,406b9f,G-RANN,,BEECH B300 Super Kingair 350,
5121830752991936393,407f7d,G-JZDC,,Boeing 737-82R,EXS
8434794484216007764,4080c7,,,,
10660061167236190,4d207d,,LEAL,,
57441288060462245,4d2350,9H-VUQ,LEMG,,
9691124973546671753,48e893,,EFET,,
2509756961353784277,406012,G-EZTH,LSGG,AIRBUS A320-214,EZY
13401572435676748487,4072a4,G-TAWV,,BOEING 737-8K5,TOM
5216150544710121093,45da05,OY-VPE,EGNR,Vulcanair P68 Observer 2,
8135126501819250329,407f0d,G-RUKK,EGPH,Boeing 737-8AS,RYR
13576256115113826781,4ca8d7,EI-ENL,LPFR,BOEING 737-8AS,RYR
6905405962603832250,4d221d,9H-QBO,,Boeing 737-8AS (W),MMO
4946560730006519688,400a90,G-VNAP,,AIRBUS A340-642,
14979121569156531261,4d21fe,9H-QAN,EPKK,,
11403450795345111946,406a62,G-GDFX,EGSS,BOEING 737-8K5,EXS
13232514220797676982,406d8e,G-EZOI,LSGG,AIRBUS A320-214,EZY
11153039049699695478,48e9f2,,EPWR,,
8073257169810162942,4009d3,G-FRAS,EGDY,FAN JET FALCON Falcon 20,
117257411337251122,407f7d,G-JZDC,,Boeing 737-82R,EXS
13212457577960716952,424bcf,M-TOMY,EGTC,,
11176707989956630774,4d221d,9H-QBO,,Boeing 737-8AS (W),MMO
8855795337779378330,4072a4,G-TAWV,,BOEING 737-8K5,TOM
984221177286522937,40755f,G-POWU,LIRF,A321-211,AWC
15085241211564986375,406a62,G-GDFX,LFRB,BOEING 737-8K5,EXS
12048328887598547293,4d221d,9H-QBO,LEAL,Boeing 737-8AS (W),MMO
10572499972506879485,40717e,G-JZBB,LFRB,,
14788895634266884612,4d24cf,9H-648FX,,Gulfstream G650,LXJ
186523409865499429,407e3f,G-ECLH,,,
14851946678241026743,4074b9,G-SATM,,,
14068076500119625181,4077c2,G-EIMS,EGHI,,
15043307967881239590,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
10214684376694696084,424b12,M-CDBM,EGNL,,
13789188400507576138,4035ec,G-BUFH,EGGD,PIPER PA-28-161 Cherokee Warrior Ii,
6480872975694286325,407df2,G-DRAK,,,
3119400036122351461,401e04,G-BGYH,,PIPER PA-28-161 Cherokee Warrior Ii,
18108626889569179711,407ca6,G-SURV,EGDY,,
16834317020618206503,4051b1,G-SFLA,,IKARUS C42 FB80 Ikarus,SFU
14735418862388241650,40829a,,EGLF,,
15739017715175591235,407f7d,G-JZDC,,Boeing 737-82R,EXS
2024306595558909199,401552,G-ARKS,EGBJ,PIPER PA-22-108 (MODIFIED) Colt,
13564103527700661990,400bd3,G-BUJP,,PIPER PA-28-161 Cherokee Warrior Ii,
14666102755537417196,4009d3,G-FRAS,EGDY,FAN JET FALCON Falcon 20,
9660482485921897800,406b91,G-EZWY,LSGG,AIRBUS A320-214,EZY
631731775151763248,406127,G-GCDB,EGTC,CIRRUS SR20,
16634296808222121162,408360,,,,
841586094102485743,4009cd,G-FRAK,,FAN JET FALCON SERIES D Falcon 20d,
872845070124065307,406a62,G-GDFX,,BOEING 737-8K5,EXS
11757071293933668037,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
2752522753819818570,4072a4,G-TAWV,,BOEING 737-8K5,TOM
4314775194576270626,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
9176579480949639763,4060d3,G-CGKD,EGDY,GROB G115E Tutor,
13867174309260514909,4074b9,G-SATM,,,
3646518969202053239,4d2264,9H-QDJ,LEMG,,
4633970988920166980,401e04,G-BGYH,EGUB,PIPER PA-28-161 Cherokee Warrior Ii,
6917170656389768761,4ca622,EI-DWV,LEAL,BOEING 737-8AS,RYR
11912884493004322131,4074b9,G-SATM,,,
267431158981782319,40829a,,EGGW,,
1380550059937060680,407fd7,G-RESA,EGKA,Leonardo AW139,
8954157330020608424,4074b9,G-SATM,,,
17973914482262551699,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
6632464137159599886,424c81,,,,
10243332165023216725,4009d3,G-FRAS,,FAN JET FALCON Falcon 20,
12809329563842994746,408360,,,,
12159114820871017980,424c5a,M-DEEP,EGJJ,Leonardo AW109SP GrandNew,
658721282977563538,401ca5,G-BEWR,EGHL,REIMS CESSNA F172N Skyhawk,
13096814055459163404,4077c2,G-EIMS,EGKA,,
4967543587015336478,402777,G-AZDJ,EGKK,PIPER PA-32-300 Cherokee Six,
16323076481079809807,424c81,,,,
15673293512265397661,407152,G-DSAA,EGDY,AW169,
14820112710226878636,401e9b,G-BHVF,,JODEL D150 Mascaret,
315154023796926967,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
12469958668060780129,45da05,OY-VPE,,Vulcanair P68 Observer 2,
12211844309432961790,4074b9,G-SATM,,,
10960742400299360448,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
369674991635620939,406f9d,G-DSJT,,CESSNA 182T Skylane,
16296469357031900348,407152,G-DSAA,,AW169,
13084171501146879833,486648,PH-CDP,EGKK,Boeing 737 MAX 9,CAI
8512282222479680784,406127,G-GCDB,EGVA,CIRRUS SR20,
11074272756489393226,4074b9,G-SATM,,,
6226652738350141973,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
4402168112628666634,40834d,,EGDY,,
16584895408958226920,50020a,T7-SLXP,EGKB,,
17232334719904400801,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
12361250730628833939,406f9d,G-DSJT,EGDY,CESSNA 182T Skylane,
13011334318788850860,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
6612090369288699941,40263c,G-DENS,EGGD,CP301S Smaragd,
6291293096210371852,400db9,G-BFBR,EGHI,PIPER PA-28-161 Cherokee Warrior Ii,
10869964311620173211,401e04,G-BGYH,EGDY,PIPER PA-28-161 Cherokee Warrior Ii,
1136258087438180043,4009cd,G-FRAK,,FAN JET FALCON SERIES D Falcon 20d,
4324248777676370449,4009ce,G-FRAL,EGNV,FAN JET FALCON Falcon 20,
10890735388326290793,401e04,G-BGYH,,PIPER PA-28-161 Cherokee Warrior Ii,
14898257741275284761,401e04,G-BGYH,,PIPER PA-28-161 Cherokee Warrior Ii,
18423425153452177155,408162,,EGDY,,
7132948301118737088,4072a4,G-TAWV,,BOEING 737-8K5,TOM
7609483189215951586,407f7d,G-JZDC,LTAI,Boeing 737-82R,EXS
18232551341062395680,400db9,G-BFBR,EGDY,PIPER PA-28-161 Cherokee Warrior Ii,
6824637467837912314,406b9f,G-RANN,EGPH,BEECH B300 Super Kingair 350,
17960271563599844374,4035ec,G-BUFH,EGDY,PIPER PA-28-161 Cherokee Warrior Ii,
16996536497347100732,407b44,G-GMAF,EIDW,,
17159959118904429150,4d2369,9H-VUS,LEMG,,
4715620738205246149,4d02d7,LX-DCC,LSZB,,
10814933250049116551,407031,G-JZHG,EGNM,BOEING 737-85P,EXS
5256192452019372079,48c2a7,SP-RZH,LEAL,,
1605787210457034336,407bdc,G-RUKB,EGPH,,RUK
4896190143775463524,40829a,,EGJJ,,
11385213501059814996,400f63,G-VWEB,,AIRBUS A340-642,VIR
12090770404155482761,408178,,EGJB,,
13056186124591775640,400bd3,G-BUJP,,PIPER PA-28-161 Cherokee Warrior Ii,
13223908455621678492,406ec5,G-HIOW,,EC135 T3,
17589968595849245616,48c122,SP-RKC,EPWR,737-8AS (W),RYS
6172970095560960237,3981ad,F-HANN,LFPB,PC-XII 47,
9526704378049943998,50046c,,LFPB,,
17070236405799215096,406a62,G-GDFX,,BOEING 737-8K5,EXS
14327244002260686202,4071d7,G-EZPV,LSGG,AIRBUS A320-214,EZY
4827208526596786095,4d2289,9H-QDE,LMML,737-8AS(WL),MAY
8555354396177171872,4072a4,G-TAWV,,BOEING 737-8K5,TOM
12827646103006832027,407031,G-JZHG,,BOEING 737-85P,EXS
14329325399056878095,48c2b8,,EPKK,,
3504657318196046623,3e3f1e,D-IPCG,EDDV,425 Conquest I,
4862395158773444602,4009cd,G-FRAK,EGDR,FAN JET FALCON SERIES D Falcon 20d,
7898528774794887519,4074b9,G-SATM,,,
5136624052578574974,4069b3,G-IPLY,EGBJ,CESSNA 550 Citation Bravo,
4261328871464682580,4d221d,9H-QBO,LPFR,Boeing 737-8AS (W),MMO
16842097314394742319,40668c,G-WPDB,,EC135 P1,
16485984152734079872,a55eca,,,,
15237342215859143895,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
16432982800456384566,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
14098673460019780386,4035ec,G-BUFH,EGHL,PIPER PA-28-161 Cherokee Warrior Ii,
4919147664421635563,407152,G-DSAA,EGGD,AW169,
15507680311839645886,4cae9e,,LEAL,,
5508631803846956017,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
14199693197131592518,40668c,G-WPDB,,EC135 P1,
13431962162973537612,407152,G-DSAA,EGHI,AW169,
5041759709805661610,407152,G-DSAA,EGGD,AW169,
14135201845598512883,4072a4,G-TAWV,,BOEING 737-8K5,TOM
12950066419167836530,406a62,G-GDFX,,BOEING 737-8K5,EXS
14129382234352527919,40756c,G-UZHN,,,EZY
12340636645238673483,4d200a,9H-BOD,EGLF,Cessna 525A CitationJet Cj2+,
241847214543427514,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
6168063253900550449,407152,G-DSAA,EGHI,AW169,
3241873748379873335,4074b9,G-SATM,EGBJ,,
6170489785232297446,4caf18,,EIWF,,
3946909115831084452,4d2264,9H-QDJ,LEMG,,
13457083869717759620,400e15,G-FRAD,EGNV,FAN JET FALCON SERIES E Falcon 20e,
3685206451578670543,48c133,SP-RKU,EPKK,Boeing 737-8AS,RYS
7424485131866415923,4d221d,9H-QBO,,Boeing 737-8AS (W),MMO
13440857450301701199,407b44,G-GMAF,EGJB,,
3550466527035214556,407bdc,G-RUKB,EGPH,,RUK
54631327699980752,4d2369,9H-VUS,LEMG,,
10421764789346300857,4b1a23,HB-JXJ,LSGG,A320-214,EZS
1065581025241244480,4035ec,G-BUFH,EGDY,PIPER PA-28-161 Cherokee Warrior Ii,
11681528619809042476,a625d8,N4956C,,NAVION,
12035389272967502404,a979fb,N71CW,EGUB,180E,
616472639403253135,400f63,G-VWEB,,AIRBUS A340-642,VIR
419066110923824151,adc1cb,N986DT,EGSS,,
3075415266332074249,403fdf,G-OTRV,,VANS RV-6,
6432783422319974806,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
2396175123039516068,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
11827061727257331500,401e04,G-BGYH,,PIPER PA-28-161 Cherokee Warrior Ii,
12671736646278200605,40641f,G-CGPL,,SONEX,
4347838435778057325,4241c2,VP-CYT,,Global Express XRS,
1832557508815353401,a625d8,N4956C,,NAVION,
3949210738659693141,401e04,G-BGYH,,PIPER PA-28-161 Cherokee Warrior Ii,
4514124825666407251,40766a,G-CKYL,EGGD,,
7537067346039597887,a979fb,N71CW,,180E,
1532059911514028079,45da05,OY-VPE,,Vulcanair P68 Observer 2,
3043531569971173481,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
8256375588432154769,48e9f2,,EPWR,,
8473083699255716411,404322,G-BZDH,,PIPER PA-28R-200 Cherokee Arrow,
12183944786848563514,a3e411,N35SN,,35-33,
5901673298454417775,404f24,G-ZAVI,EGGD,IKARUS C42 FB100 Ikarus,
120207369049157554,406e80,G-CISE,,PULSAR XP Pulsar,
373580087726478292,402aee,G-BOJW,EGHL,PIPER PA-28-161 Cherokee Warrior Ii,
8595502438995291232,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
3684496861112400700,404c63,G-CCZL,,IKARUS C42 FB80 Ikarus,
14467153994205275547,403fdf,G-OTRV,,VANS RV-6,
15768083281558525407,a625d8,N4956C,,NAVION,
8171838149298968437,404c27,G-CDAB,EGTE,GLASAIR SUPER IIS RG Glasair,
13981254065916100942,403e8a,G-CBCL,,GLASTAR,
15247232722578809591,4d221d,9H-QBO,,Boeing 737-8AS (W),MMO
7054350558119858392,403d78,G-BXCW,,DENNEY KITFOX MK3 Kitfox,FOX
15625960223724425291,40155a,G-ARMC,,DHC-1 CHIPMUNK 22A Chipmunk,
5685919784014411578,4081dc,,EGKA,,
10978573641508331747,4078a4,G-POLW,EGNX,,
4904980876599713164,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
4332447677092421423,4081da,,EGLK,,
12300671823593851226,a3e411,N35SN,EGDM,35-33,
7304071796407628576,405f11,G-EZTA,LSGG,AIRBUS A320-214,EZY
6216031134466701987,40766a,G-CKYL,,,
9062465513050240115,406127,G-GCDB,EGVA,CIRRUS SR20,
3606392943223846662,4062b6,G-XCRJ,,VANS RV-9A,
11752094187953021007,401e04,G-BGYH,,PIPER PA-28-161 Cherokee Warrior Ii,
5048308581070033688,406a62,G-GDFX,,BOEING 737-8K5,EXS
16994926829256845619,4082f9,,,,
9575003840346687979,402ae1,G-BOHA,,PIPER PA-28-161 Cherokee Warrior Ii,
209717194918124858,406436,G-RVIW,EGDM,VANS RV-9,
16454057615671063872,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
11819499039525449006,406e80,G-CISE,,PULSAR XP Pulsar,
5904182811689984680,406e80,G-CISE,,PULSAR XP Pulsar,
16266574291356308974,400bd3,G-BUJP,EGVA,PIPER PA-28-161 Cherokee Warrior Ii,
12435950732809493417,a3e411,N35SN,EGKA,35-33,
9097643170240244644,4048ba,G-CCCE,,AEROPRAKT A22 FOXBAT Foxbat,
4049009075046423405,407e3f,G-ECLH,,,
6413088197510229906,407765,G-YVIP,EIDW,,
626718050799708816,4d221d,9H-QBO,LEAL,Boeing 737-8AS (W),MMO
10015415607861617105,4070eb,G-JZHX,EGCC,BOEING 737-800,EXS
14811729036131973313,4cae51,EI-IJA,LMML,Boeing 737 MAX 8-200,RYR
7784668493031304620,4074b9,G-SATM,,,
6046675276119751543,40800d,G-HMGH,EGNJ,Beech King Air 350i,BRO
4558470173210667678,4d221d,9H-QBO,EPKK,Boeing 737-8AS (W),MMO
1346958202466298117,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
2774286619124007667,406b9f,G-RANN,,BEECH B300 Super Kingair 350,
9029205743193606086,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
1822494718122013623,463434,OH-TUA,LFOV,Pilatus PC-12/47E,FSF
1748661218806246456,4011b4,G-FCUM,,ROBINSON R44 II Raven Ii,COV
9121267606860479157,407e3a,G-SOLE,EGLF,,
11806945769740773069,4ca622,EI-DWV,LEAL,BOEING 737-8AS,RYR
11795885185328757372,406012,G-EZTH,LSGG,AIRBUS A320-214,EZY
7594401759050049537,4070eb,G-JZHX,,BOEING 737-800,EXS
7530391063724537388,4d24ea,9H-VVL,LEMG,Boeing 737 MAX 8-200,RYR
4585929312529478225,4072a4,G-TAWV,,BOEING 737-8K5,TOM
4326622285124455771,4d200a,9H-BOD,LFPB,Cessna 525A CitationJet Cj2+,
13553651463828052971,407cb0,G-RUKD,EGPH,,
12279989969283679785,4ca301,EI-DLV,LPFR,BOEING 737-8AS,RYR
3734946530264012468,400f63,G-VWEB,,AIRBUS A340-642,VIR
1552911032507978348,4d02dd,LX-FLJ,LFPB,,
3077193727803264679,4080c7,,,,
16413930196115283120,4d221d,9H-QBO,,Boeing 737-8AS (W),MMO
14878183666077189894,407765,G-YVIP,EGJJ,,
7503680833194069967,407b44,G-GMAF,EGJB,,
754054812628250317,4d2268,9H-QDX,EPKK,Boeing 737-8AS,RYR
13870396184228090486,408177,,EGJJ,,
5845683711158871359,4076f4,G-KCMI,EGKB,,
2810567478976679008,4009d1,G-FRAP,,FAN JET FALCON SERIES D Falcon 20d,
10468689670345634849,4077c2,G-EIMS,EGHI,,
11366320689392499760,4060d3,G-CGKD,EGGD,GROB G115E Tutor,
4118498849955122238,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
1281613143771613600,4d02bd,LX-JFD,LFPB,,
1515715641658131334,408337,,EGPE,,
15519422616656008813,400db2,G-EZAO,LSGG,AIRBUS A319-111,EZY
12249234856550113147,400e15,G-FRAD,,FAN JET FALCON SERIES E Falcon 20e,
9106392715802045617,4009d3,G-FRAS,,FAN JET FALCON Falcon 20,
14671600518670342857,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
17003783900394810360,43c2b2,ZZ416,EGXW,King Air Shadow R.1,SHF
16195723744894657824,4074b9,G-SATM,EGBJ,,
5611427402512683144,48c230,SP-RSR,EPWR,,
9129770727843032452,4d221d,9H-QBO,,Boeing 737-8AS (W),MMO
3645531109589077972,4070eb,G-JZHX,,BOEING 737-800,EXS
14447731706282251713,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
2053982581961183739,4009d3,G-FRAS,,FAN JET FALCON Falcon 20,
15884219470103991196,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
9393163346036609873,40668c,G-WPDB,,EC135 P1,
136599096388875000,400a90,G-VNAP,,AIRBUS A340-642,
10615509627657922831,4072a4,G-TAWV,,BOEING 737-8K5,TOM
2232350681954400964,406a62,G-GDFX,,BOEING 737-8K5,EXS
12372528001896414451,406ad0,G-FFMV,,DA 42 M-NG Twin Star,
18231405272637832353,43ec3f,2-CLEV,,525A CitationJet CJ2,
568718710779108477,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
2740959144508698110,4ca9d1,EI-EVI,LEAL,BOEING 737-8AS,RYR
5154404735296633166,4009d3,G-FRAS,EGDY,FAN JET FALCON Falcon 20,
4211215445479722555,408360,,,,
13902026395890505097,400e15,G-FRAD,EGJA,FAN JET FALCON SERIES E Falcon 20e,
3148750965186157363,4045ed,G-WLGC,EGXP,PIPER PA-28-181 Cherokee Archer Iii,
10653320435817511617,401e04,G-BGYH,EGLF,PIPER PA-28-161 Cherokee Warrior Ii,
2597626527239274311,405200,G-XVIP,EGJJ,BEECH 200 Super Kingair,
8871226887976648969,401e04,G-BGYH,EGKA,PIPER PA-28-161 Cherokee Warrior Ii,
7425865762521861307,4ca7b5,EI-EFZ,,BOEING 737-8AS,RYR
1881658458707672974,400e09,G-VFIT,,AIRBUS A340-642,VIR
1107040488891193662,407152,G-DSAA,EGDY,AW169,
10207860619778650634,406ec5,G-HIOW,,EC135 T3,
17224493537571652740,406127,G-GCDB,EGLF,CIRRUS SR20,
12252797949543385061,4008cf,G-SOVB,EGKB,LEARJET 45 Learjet,BZE
4389170040010232588,4074b9,G-SATM,,,
14106528666217351325,401ce9,G-BFGD,EGHL,REIMS CESSNA F172N Skyhawk,
15087604446571265729,40653a,G-EZGK,LSGG,Airbus A319-111,EZY
4380840706764097983,406ec5,G-HIOW,,EC135 T3,
16850472896998758421,4070eb,G-JZHX,,BOEING 737-800,EXS
9991244256911675632,a41855,N363KC,EGBJ,SR22T,
8084848242336095944,406a62,G-GDFX,,BOEING 737-8K5,EXS
9606747370653095238,400e15,G-FRAD,EGFF,FAN JET FALCON SERIES E Falcon 20e,
4313561704543305026,406b9f,G-RANN,EGBJ,BEECH B300 Super Kingair 350,
16434726177395786625,4caf26,,LEMG,,
13162092002828556629,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
15532929089925206909,401c3f,G-BDZD,EGDM,CESSNA F172M Skyhawk,
11531516162589824661,4072a4,G-TAWV,,BOEING 737-8K5,TOM
9098627523658405761,49329a,CS-LTZ,EGWU,Cessna 680A Citation Latitude,NJE
16710516050466676075,407765,G-YVIP,EGJB,,
1360168645355907756,4d224e,9H-QDY,LEAL,,
2138316809861105919,4076f4,G-KCMI,EGNX,,
8513207622478748576,402dba,G-BPIZ,,GULFSTREAM AA-5B Tiger,
1920951704367552019,4cadbc,EI-IGJ,LEPA,Boeing 737 MAX 8-200,RYR
209696501619726149,4076f4,G-KCMI,,,
15429882754085609821,400a90,G-VNAP,,AIRBUS A340-642,
5425224871375384344,4009d3,G-FRAS,,FAN JET FALCON Falcon 20,
13796603905578118939,408360,,,,
5787786243286906642,406a3b,G-MUJD,EGDY,VANS RV-12,
11846048967002351437,407152,G-DSAA,EGBJ,AW169,
6370749731346587204,424c4b,M-DIVE,EGJJ,Pilatus PC-24,
12763452283579638587,4077c2,G-EIMS,EGHI,,
16254947485989390339,403bab,G-LEAF,EGBB,REIMS CESSNA F406 Caravan Ii,
16692340734554664448,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
18210405965121546557,4018e6,G-AYPU,,PIPER PA-28R-200 Cherokee Arrow,
5924039210354976756,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
10714509769172566016,4074b9,G-SATM,,,
9372782443753982831,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
2986790699650175600,407c4c,G-PKUP,EGGD,,
6799547146042471947,a2c555,N278MP,EGDM,Socata TBM-700C,
16704373276249517399,400bd3,G-BUJP,,PIPER PA-28-161 Cherokee Warrior Ii,
13289800652847962436,43c8ed,ZM519,EGDM,,
6937435016650846300,4009d3,G-FRAS,,FAN JET FALCON Falcon 20,
2064956267959461426,408360,,,,
3204303829741506358,4038d5,G-BVKU,EGHI,SLINGSBY T61F VENTURE T MK2 Venture,
10688586188720574590,401ca5,G-BEWR,,REIMS CESSNA F172N Skyhawk,
7948341606929711759,4011b4,G-FCUM,EGLK,ROBINSON R44 II Raven Ii,COV
18401645130560701352,406f9d,G-DSJT,LFRC,CESSNA 182T Skylane,
16551899295116443746,4035ec,G-BUFH,,PIPER PA-28-161 Cherokee Warrior Ii,
2435478364026351354,406127,G-GCDB,EGUB,CIRRUS SR20,
6404580779456456493,407765,G-YVIP,,,
4070500232656303970,a2c555,N278MP,EGKA,Socata TBM-700C,
687157381747292914,43c8ed,ZM519,,,
281247088966191737,407152,G-DSAA,EGFF,AW169,
4385049944995596612,40301d,G-PHTG,EGDY,SOCATA TB10 Tobago,
5606568262708132190,407c4c,G-PKUP,EGHI,,
14549060904896780602,4074b9,G-SATM,,,
1144916477032069478,404867,G-OJVL,,VANS RV-6,
5703916187805324106,4070eb,G-JZHX,LTAI,BOEING 737-800,EXS
12886204669777591863,401e04,G-BGYH,EGTE,PIPER PA-28-161 Cherokee Warrior Ii,
8503949994099875444,4072a4,G-TAWV,,BOEING 737-8K5,TOM
1033027592133859602,403d75,G-BXDI,EGLK,DHC-1 CHIPMUNK 22 Chipmunk,
6690903085897194844,402e63,G-BPVI,EGMD,PIPER PA-32R-301 Saratoga Sp,
13151517223108886504,4d228f,9H-QEA,LEMG,737-8AS,RYR
10667798169670322365,407e3f,G-ECLH,,,
15438202779585394768,407152,G-DSAA,EGTE,AW169,
1130113518786820176,407152,G-DSAA,EGHI,AW169,
4332886685562980465,4caf34,,LEMG,,
1835031538967426293,4ca7b5,EI-EFZ,,BOEING 737-8AS,RYR
14657987371921443858,4d2265,9H-QDL,LEAL,Boeing 737-8AS (W),MAY
11730461172894545107,407152,G-DSAA,EGGD,AW169,
11969564012171349044,4074b9,G-SATM,,,
8378749780918287116,407bdc,G-RUKB,EGPH,,RUK
3202866017037271544,400e09,G-VFIT,,AIRBUS A340-642,VIR
10944139371188126268,50046c,,,,
9843672727537370134,4d02a4,LX-JFZ,LFPB,PC-XII 47E,
10604512969661941880,a7d60d,N6039X,,114-B,
12597412779223328204,407840,G-DBSB,EGHI,,
2443776900285058299,407ca1,G-DKSK,EGKA,,
4656060900871683191,4077c2,G-EIMS,EGHI,,
1383059250639726720,39a52b,F-HJJL,LFPB,,
10193305075738882086,4074b9,G-SATM,,,
7574129834662192366,40263c,G-DENS,EGGD,CP301S Smaragd,
7069251295183596543,401ca5,G-BEWR,EGHI,REIMS CESSNA F172N Skyhawk,
8550509174683050655,400bd3,G-BUJP,EGHI,PIPER PA-28-161 Cherokee Warrior Ii,
3965460765397979205,40217f,G-CRIL,EGFF,ROCKWELL COMMANDER 112B Commander,
17213802347305305670,405200,G-XVIP,EGJJ,BEECH 200 Super Kingair,
16594712574832340119,404c2c,G-CCZX,EGTE,PIERRE ROBIN DR400/180 Regent,
112024608083163201,401113,G-CSLL,EGTE,Piper PA-28R-201 Cherokee Arrow III,
8038960381918733617,403daf,G-GDER,,PIERRE ROBIN R1180TD Aiglon,
9218469259449707535,3cf62a,D-CUNI,,Learjet 45,UNI
14406659280696152223,406391,G-LHER,,PIPERSPORT,
11778799054722848302,40263c,G-DENS,EGHI,CP301S Smaragd,
2812176846683647383,400f0b,G-VRED,EHBK,AIRBUS A340-642,VIR
14239058535853114483,48c121,SP-RKB,EPWR,,BUZ
11313758035348801481,402aee,G-BOJW,EGVA,PIPER PA-28-161 Cherokee Warrior Ii,
295916483497015235,40385c,G-BVGY,,LUSCOMBE 8E Silvaire Deluxe,
17114686991025434782,406127,G-GCDB,EGBJ,CIRRUS SR20,
7746566442656420780,400a90,G-VNAP,,AIRBUS A340-642,
