pass_id,icao24,callsign,time,alt_ft,alt_vs_cda_ft,below_hard_floor,vertrate,velocity,level_over_village,d_brock_km
c01734_0,c01734,ACA853,2026-07-01 07:55:13+00:00,23300.000745600002,20183.88685686005,False,9.1,218.88,False,18.395584874553247
